id_student,gender,region,imd_band,num_of_prev_attempts,studied_credits,disability,final_result,burnout,avg_clicks_per_week,total_failed_or_missed,engagement_duration_days,gender_flag,age_0-35,age_35-55,age_55<=,edu_A Level or Equivalent,edu_HE Qualification,edu_Lower Than A Level,edu_No Formal quals,edu_Post Graduate Qualification
148993,F,North Western Region,30-40%,0,60,Y,Withdrawn,1,0.08896255209189678,0,443,0,False,True,False,True,False,False,False,False
151358,F,London Region,80-90%,0,150,N,Pass,1,0.14690848541875276,0,286,0,True,False,False,True,False,False,False,False
155550,M,London Region,0-10%,0,420,N,Pass,1,0.5636172748595114,0,259,1,False,True,False,True,False,False,False,False
155854,F,East Midlands Region,20-30%,0,60,N,Pass,1,0.2575006957699437,0,321,0,False,True,False,True,False,False,False,False
155984,F,East Anglian Region,70-80%,0,60,N,Withdrawn,1,0.1538780349783554,0,307,0,True,False,False,False,False,True,False,False
157568,F,South West Region,90-100%,0,60,N,Pass,1,0.22993442505969025,0,293,0,True,False,False,True,False,False,False,False
159954,M,East Midlands Region,40-50%,0,60,N,Withdrawn,1,0.3693848357933753,0,247,1,False,True,False,True,False,False,False,False
164259,M,Scotland,70-80%,0,60,N,Pass,1,0.0894009578499789,0,327,1,True,False,False,True,False,False,False,False
167906,F,Yorkshire Region,40-50%,0,60,N,Pass,0,0.11059775557637644,0,375,0,False,True,False,True,False,False,False,False
168936,F,West Midlands Region,70-80%,0,60,N,Pass,0,0.21183504009405438,0,289,0,False,True,False,False,False,True,False,False
172112,M,Ireland,70-80%,0,60,N,Pass,0,0.1369859712550594,0,313,1,False,True,False,False,True,False,False,False
172797,F,Ireland,70-80%,0,60,N,Pass,0,0.22475507966218516,0,313,0,False,True,False,True,False,False,False,False
174782,M,East Anglian Region,90-100%,0,60,N,Pass,1,0.10978219336218287,0,430,1,False,False,True,False,True,False,False,False
175392,M,North Region,70-80%,0,60,N,Pass,0,0.0907833279728318,0,461,1,False,True,False,False,True,False,False,False
175932,M,North Western Region,70-80%,0,60,N,Pass,1,0.24160675481302193,0,345,1,False,True,False,False,True,False,False,False
175991,F,North Western Region,80-90%,0,180,N,Fail,1,0.22315798796808614,0,299,0,True,False,False,True,False,False,False,False
180753,M,South West Region,30-40%,0,120,N,Pass,0,0.13586765748969257,0,327,1,True,False,False,True,False,False,False,False
181316,F,South West Region,80-90%,0,120,N,Withdrawn,1,0.5099126352574629,0,105,0,False,True,False,True,False,False,False,False
183096,F,South West Region,60-70%,0,60,N,Pass,0,0.13404810624100463,0,370,0,True,False,False,True,False,False,False,False
183947,M,London Region,70-80%,0,180,N,Pass,1,0.20693653112853885,0,285,1,True,False,False,True,False,False,False,False
184271,M,South West Region,80-90%,0,170,N,Pass,1,0.15644796762872226,0,337,1,False,True,False,False,True,False,False,False
185439,M,London Region,70-80%,0,120,N,Fail,1,1.9452380952380952,0,51,1,True,False,False,False,True,False,False,False
186149,M,Scotland,30-40%,0,60,N,Pass,1,0.16392285781682012,0,376,1,False,True,False,False,True,False,False,False
187100,M,South East Region,50-60%,0,60,N,Distinction,1,0.15204052644241864,0,401,1,False,True,False,True,False,False,False,False
188278,M,Yorkshire Region,70-80%,0,120,N,Withdrawn,1,0.21791224228511527,0,323,1,False,True,False,True,False,False,False,False
189879,M,Scotland,90-100%,0,120,N,Pass,1,0.09241618165983477,0,428,1,True,False,False,True,False,False,False,False
192183,F,South West Region,90-100%,0,60,N,Pass,1,0.21107515890866135,0,304,0,True,False,False,False,False,True,False,False
195262,M,London Region,90-100%,0,60,N,Withdrawn,1,0.315728492083143,0,228,1,True,False,False,True,False,False,False,False
200860,M,London Region,50-60%,0,60,N,Pass,0,0.1523639016979319,0,306,1,False,True,False,False,False,True,False,False
202635,F,Wales,30-40%,0,60,N,Withdrawn,1,0.34555738201881675,0,216,0,True,False,False,True,False,False,False,False
205350,M,South West Region,80-90%,0,60,N,Pass,0,0.19450621634026014,0,336,1,False,True,False,False,True,False,False,False
205719,M,East Anglian Region,40-50%,0,90,Y,Fail,1,0.2680317952039906,0,266,1,True,False,False,True,False,False,False,False
227499,F,London Region,70-80%,0,60,N,Distinction,0,0.11074286076928368,0,412,0,False,True,False,True,False,False,False,False
227517,M,Ireland,70-80%,0,180,N,Fail,1,0.10256401655737074,0,434,1,True,False,False,False,True,False,False,False
228082,M,London Region,60-70%,0,60,N,Pass,0,0.1653278683126723,0,274,1,True,False,False,False,True,False,False,False
228222,M,East Midlands Region,50-60%,0,60,N,Pass,1,0.10031102780173315,0,351,1,True,False,False,False,False,True,False,False
229179,M,West Midlands Region,20-30%,0,60,N,Pass,0,0.11822418307055807,0,409,1,True,False,False,True,False,False,False,False
229361,M,East Midlands Region,50-60%,0,60,N,Pass,0,0.17605311360688522,0,326,1,True,False,False,True,False,False,False,False
231554,M,London Region,40-50%,0,240,N,Pass,0,0.47307661603449547,0,278,1,True,False,False,True,False,False,False,False
235507,M,Yorkshire Region,90-100%,0,240,N,Withdrawn,1,0.09101415572138521,0,324,1,True,False,False,True,False,False,False,False
236284,M,Scotland,90-100%,0,60,N,Pass,0,0.4797740398111074,0,240,1,True,False,False,False,False,False,False,True
238007,M,South Region,90-100%,0,60,N,Pass,0,0.0784747864650313,0,394,1,False,False,True,False,True,False,False,False
240712,M,London Region,80-90%,0,80,N,Pass,1,0.18024181661510194,0,260,1,True,False,False,False,True,False,False,False
240884,M,South Region,90-100%,0,120,N,Pass,0,0.16838076358511575,0,289,1,True,False,False,True,False,False,False,False
241649,M,East Anglian Region,90-100%,0,60,N,Pass,0,0.27086642898960267,0,313,1,False,True,False,False,True,False,False,False
241729,F,East Midlands Region,60-70%,0,60,N,Fail,1,0.21855055450179015,0,291,0,False,True,False,False,True,False,False,False
242793,M,London Region,20-30%,0,60,N,Pass,1,0.23108051171484698,0,297,1,False,True,False,False,True,False,False,False
246834,M,South West Region,90-100%,0,60,N,Pass,1,0.6784964429916206,0,283,1,False,True,False,True,False,False,False,False
248270,M,North Western Region,20-30%,0,90,N,Pass,0,0.0710798305888656,0,463,1,True,False,False,False,False,True,False,False
255548,M,Wales,20-30%,0,60,N,Pass,1,0.15285667515988785,0,371,1,False,True,False,False,False,True,False,False
256815,M,North Western Region,70-80%,0,120,N,Pass,0,0.09308850027407263,0,379,1,True,False,False,False,True,False,False,False
258392,F,West Midlands Region,30-40%,0,60,N,Pass,0,0.14940855125193137,0,308,0,True,False,False,False,False,True,False,False
258894,F,East Anglian Region,70-80%,0,60,N,Pass,1,0.09542078274724189,0,427,0,False,True,False,False,False,True,False,False
260355,F,London Region,80-90%,0,60,N,Withdrawn,1,0.09547064834103813,0,349,0,False,True,False,True,False,False,False,False
262011,M,East Midlands Region,20-30%,0,60,N,Pass,0,0.10317811324732047,0,388,1,False,True,False,True,False,False,False,False
262934,F,North Western Region,30-40%,0,60,N,Pass,1,0.09514704360371001,0,449,0,False,True,False,True,False,False,False,False
268073,M,East Anglian Region,70-80%,0,90,N,Fail,1,0.35910073901036843,0,301,1,False,True,False,True,False,False,False,False
268733,M,East Anglian Region,30-40%,0,180,N,Withdrawn,1,0.7685811397770984,0,202,1,True,False,False,True,False,False,False,False
271251,M,Scotland,80-90%,0,60,N,Pass,1,0.3061989425513022,0,334,1,False,True,False,True,False,False,False,False
277880,F,South East Region,60-70%,0,60,N,Withdrawn,1,0.21514102201612684,0,285,0,True,False,False,True,False,False,False,False
279572,M,London Region,40-50%,0,60,N,Distinction,0,0.13660121562491714,0,403,1,True,False,False,False,False,True,False,False
281022,F,Scotland,30-40%,0,150,N,Pass,1,0.13509860412356173,0,316,0,True,False,False,True,False,False,False,False
281250,M,Wales,70-80%,0,60,N,Fail,1,0.15847702446777664,0,307,1,False,True,False,False,False,True,False,False
281589,M,North Western Region,30-40%,0,60,N,Fail,1,0.2978403540903541,0,183,1,True,False,False,False,True,False,False,False
282821,M,South West Region,30-40%,0,60,N,Pass,1,0.18925340049804681,0,349,1,False,True,False,True,False,False,False,False
286488,M,South East Region,90-100%,0,60,N,Pass,0,0.5553759103020122,0,253,1,False,True,False,True,False,False,False,False
287548,M,East Anglian Region,90-100%,0,120,N,Pass,1,0.276208621394712,0,293,1,True,False,False,True,False,False,False,False
290201,M,Wales,20-30%,0,60,N,Pass,0,0.15866013523086106,0,336,1,True,False,False,True,False,False,False,False
290757,M,North Western Region,30-40%,0,60,N,Pass,1,0.11633906394085447,0,386,1,True,False,False,True,False,False,False,False
291334,M,South East Region,90-100%,0,60,N,Distinction,0,0.09753948119468112,0,400,1,False,True,False,True,False,False,False,False
292923,F,South East Region,90-100%,0,180,N,Withdrawn,1,0.06896551724137931,0,208,0,False,True,False,True,False,False,False,False
293699,M,East Midlands Region,70-80%,0,120,N,Pass,0,0.08720012733201063,0,270,1,True,False,False,True,False,False,False,False
294570,M,South East Region,90-100%,0,60,N,Pass,1,0.21223718289415228,0,344,1,False,False,True,False,True,False,False,False
294594,M,South East Region,90-100%,0,60,N,Pass,1,0.10709363326982202,0,411,1,True,False,False,True,False,False,False,False
295741,M,South East Region,40-50%,0,240,N,Fail,1,0.3771857796531377,0,273,1,False,True,False,True,False,False,False,False
296332,M,South Region,90-100%,0,60,N,Distinction,1,0.16777972838185518,0,382,1,False,False,True,False,False,False,False,True
298696,F,South East Region,80-90%,0,60,N,Pass,1,0.3011622640662028,0,285,0,True,False,False,False,True,False,False,False
300398,M,West Midlands Region,30-40%,0,60,N,Pass,0,0.22004360259393663,0,323,1,False,True,False,True,False,False,False,False
302302,F,East Anglian Region,40-50%,0,60,N,Fail,1,0.1774955832685451,0,258,0,True,False,False,True,False,False,False,False
305152,M,North Western Region,70-80%,0,60,N,Fail,1,0.6768876447762078,0,217,1,True,False,False,True,False,False,False,False
305386,M,West Midlands Region,70-80%,0,120,Y,Pass,1,0.23895019413691654,0,308,1,True,False,False,True,False,False,False,False
305539,F,Wales,80-90%,0,120,N,Withdrawn,1,0.4304029304029304,0,49,0,True,False,False,False,False,True,False,False
306107,M,West Midlands Region,50-60%,0,120,N,Pass,1,0.1213748596556285,0,350,1,False,True,False,True,False,False,False,False
306466,M,East Anglian Region,90-100%,0,60,N,Pass,0,0.22398464122938738,0,326,1,False,True,False,True,False,False,False,False
306897,F,London Region,70-80%,0,60,N,Pass,0,0.10435043232501379,0,384,0,True,False,False,True,False,False,False,False
307061,F,East Midlands Region,70-80%,0,60,N,Pass,0,0.25722306991913163,0,293,0,True,False,False,False,True,False,False,False
307866,M,West Midlands Region,70-80%,0,60,N,Pass,0,0.16218704847275958,0,359,1,True,False,False,True,False,False,False,False
311917,M,South West Region,60-70%,0,120,N,Pass,0,0.11986171062079409,0,388,1,False,False,True,True,False,False,False,False
312537,M,South Region,90-100%,0,60,N,Distinction,0,0.3602745997717543,0,347,1,False,False,True,False,False,False,False,True
312782,M,South Region,90-100%,0,60,N,Pass,1,0.20574473037725247,0,302,1,True,False,False,True,False,False,False,False
318933,F,East Anglian Region,80-90%,0,120,N,Pass,0,0.132720982586923,0,356,0,True,False,False,False,True,False,False,False
319047,F,East Midlands Region,50-60%,0,60,N,Pass,0,0.18563733990175588,0,315,0,True,False,False,True,False,False,False,False
321942,M,South Region,90-100%,0,60,N,Pass,0,0.27076462950407454,0,335,1,False,False,True,False,True,False,False,False
324002,M,East Anglian Region,40-50%,0,60,N,Pass,1,0.34552194251854224,0,275,1,False,True,False,False,True,False,False,False
324084,F,South West Region,70-80%,0,60,N,Pass,1,0.1128516201303311,0,428,0,False,True,False,True,False,False,False,False
324282,M,South East Region,90-100%,0,120,N,Pass,1,0.24734520995002293,0,300,1,True,False,False,True,False,False,False,False
331358,F,South Region,90-100%,0,60,N,Withdrawn,1,0.18742612715882986,0,336,0,False,True,False,False,True,False,False,False
332789,F,East Anglian Region,60-70%,0,60,N,Pass,1,0.2063020956698017,0,332,0,False,True,False,True,False,False,False,False
333059,M,Scotland,20-30%,0,120,N,Pass,1,0.0733125401424121,0,346,1,True,False,False,True,False,False,False,False
333323,M,Scotland,80-90%,0,60,N,Pass,1,0.20561504573513356,0,321,1,True,False,False,False,True,False,False,False
334259,F,London Region,50-60%,0,150,N,Fail,1,0.4457488837018604,0,237,0,True,False,False,True,False,False,False,False
334333,F,South West Region,0-10%,0,240,Y,Withdrawn,1,0.10748616924581231,0,255,0,True,False,False,True,False,False,False,False
335764,F,South East Region,20-30%,0,60,N,Withdrawn,1,0.09652457771953427,0,465,0,True,False,False,True,False,False,False,False
336207,M,East Anglian Region,90-100%,0,120,N,Pass,1,0.14222185015849295,0,372,1,True,False,False,True,False,False,False,False
339972,M,North Region,80-90%,0,60,N,Pass,0,0.180343056470117,0,321,1,True,False,False,True,False,False,False,False
341872,M,East Anglian Region,40-50%,0,180,N,Fail,1,0.4018546731015327,0,178,1,True,False,False,False,False,True,False,False
342007,F,West Midlands Region,70-80%,0,60,N,Withdrawn,1,0.15812648644352797,0,328,0,True,False,False,False,True,False,False,False
342514,M,Scotland,50-60%,0,60,N,Pass,0,0.2230106555203203,0,341,1,False,False,True,False,False,True,False,False
342972,M,Yorkshire Region,0-10%,0,60,N,Pass,0,0.19443658307675035,0,307,1,True,False,False,False,True,False,False,False
343446,M,Ireland,70-80%,0,120,N,Pass,0,0.2087538527539392,0,317,1,False,True,False,False,True,False,False,False
344282,M,Yorkshire Region,70-80%,0,60,N,Fail,1,0.294794461219446,0,254,1,True,False,False,True,False,False,False,False
345068,M,East Anglian Region,60-70%,0,180,Y,Pass,1,0.1681634024670712,0,280,1,True,False,False,True,False,False,False,False
345357,M,Yorkshire Region,30-40%,0,60,N,Distinction,1,0.44227686663465826,0,285,1,True,False,False,True,False,False,False,False
346025,M,East Anglian Region,50-60%,0,120,N,Pass,1,0.10943485227022869,0,343,1,True,False,False,True,False,False,False,False
346843,F,Scotland,50-60%,0,120,N,Fail,1,0.4396825396825396,0,88,0,False,True,False,False,True,False,False,False
350188,M,North Western Region,80-90%,0,60,N,Pass,0,0.15589371003783414,0,313,1,False,True,False,False,True,False,False,False
354858,M,South Region,90-100%,0,120,N,Withdrawn,1,1.1666666666666667,0,33,1,False,True,False,False,True,False,False,False
357668,M,Yorkshire Region,70-80%,0,60,N,Fail,1,0.1613169036530509,0,209,1,True,False,False,True,False,False,False,False
364177,M,East Anglian Region,70-80%,0,60,N,Fail,1,0.11935235261025179,0,341,1,False,True,False,False,False,True,False,False
365244,F,London Region,0-10%,0,120,N,Pass,1,0.23968121748962054,0,294,0,True,False,False,True,False,False,False,False
365642,M,East Anglian Region,70-80%,0,60,N,Pass,0,0.19915402537899793,0,320,1,False,True,False,False,False,True,False,False
366483,M,South West Region,40-50%,0,60,N,Pass,1,0.7366795236134065,0,247,1,True,False,False,False,True,False,False,False
368194,F,South West Region,50-60%,0,120,Y,Pass,0,0.09294434862969057,0,365,0,True,False,False,True,False,False,False,False
368824,M,Wales,50-60%,0,120,N,Fail,1,0.13032557008921303,0,307,1,False,True,False,False,True,False,False,False
368963,M,Yorkshire Region,0-10%,0,180,N,Pass,0,0.6841283635441661,0,255,1,True,False,False,False,False,True,False,False
376439,M,North Region,70-80%,0,60,N,Distinction,0,0.15286012065512666,0,336,1,True,False,False,False,True,False,False,False
376581,F,South Region,80-90%,0,60,N,Pass,0,0.18022297790908004,0,307,0,False,True,False,True,False,False,False,False
380953,M,East Midlands Region,80-90%,0,60,N,Pass,1,0.09085976046283996,0,404,1,True,False,False,True,False,False,False,False
383254,M,Yorkshire Region,90-100%,0,120,N,Pass,1,0.11326628348601754,0,295,1,True,False,False,True,False,False,False,False
386924,M,Ireland,70-80%,0,120,N,Pass,1,0.04381609500447359,0,420,1,True,False,False,False,False,True,False,False
386952,M,Yorkshire Region,70-80%,0,120,N,Pass,1,0.2590536222615684,0,306,1,True,False,False,True,False,False,False,False
388722,F,London Region,80-90%,0,60,N,Pass,0,0.08896413425962188,0,427,0,False,True,False,False,False,True,False,False
388885,M,South West Region,90-100%,0,60,N,Pass,1,0.09438840384729609,0,452,1,False,True,False,True,False,False,False,False
390890,M,Scotland,0-10%,0,90,N,Withdrawn,1,0.2988663310263914,0,289,1,True,False,False,True,False,False,False,False
392756,M,West Midlands Region,70-80%,0,120,N,Fail,1,0.1532893862183158,0,300,1,True,False,False,True,False,False,False,False
392931,F,North Western Region,50-60%,0,120,N,Pass,1,0.14650939793529652,0,322,0,False,True,False,True,False,False,False,False
393207,M,North Western Region,60-70%,0,60,N,Pass,1,0.27272283456075,0,281,1,True,False,False,True,False,False,False,False
396872,M,Yorkshire Region,50-60%,0,180,N,Pass,0,0.3567444682653376,0,267,1,True,False,False,False,True,False,False,False
398552,M,Yorkshire Region,90-100%,0,240,N,Fail,1,0.2258753404502215,0,318,1,True,False,False,False,False,True,False,False
401869,F,South East Region,80-90%,0,60,N,Pass,0,0.23216056427497503,0,306,0,True,False,False,False,False,True,False,False
402470,M,South West Region,50-60%,0,60,N,Pass,0,0.17326711216148516,0,393,1,False,True,False,False,False,True,False,False
404804,M,Wales,20-30%,0,120,N,Pass,0,0.16024287065589904,0,373,1,False,True,False,False,False,True,False,False
405088,M,North Region,20-30%,0,120,N,Pass,1,0.17842018429849876,0,335,1,True,False,False,True,False,False,False,False
405961,M,Scotland,90-100%,0,240,Y,Withdrawn,1,0.06666666666666667,0,216,1,True,False,False,True,False,False,False,False
414117,M,Yorkshire Region,50-60%,0,120,N,Pass,0,0.12081309515084472,0,339,1,True,False,False,True,False,False,False,False
415969,M,West Midlands Region,0-10%,0,90,N,Withdrawn,1,0.39483670562448586,0,224,1,False,True,False,False,True,False,False,False
420087,M,Scotland,40-50%,0,60,Y,Fail,1,0.3475019495380617,0,183,1,True,False,False,True,False,False,False,False
429958,F,North Western Region,70-80%,0,60,N,Pass,0,0.16908357845743277,0,301,0,True,False,False,True,False,False,False,False
441018,F,South East Region,70-80%,0,150,N,Pass,0,0.18988419291862496,0,290,0,True,False,False,True,False,False,False,False
441888,M,London Region,20-30%,0,120,N,Pass,0,0.1384329880007551,0,296,1,True,False,False,True,False,False,False,False
442442,M,South West Region,80-90%,0,120,N,Withdrawn,1,0.4966766981189504,0,195,1,True,False,False,False,True,False,False,False
444677,M,London Region,30-40%,0,60,N,Distinction,0,0.1847846547196447,0,303,1,True,False,False,False,True,False,False,False
470588,M,South East Region,90-100%,0,60,N,Withdrawn,1,0.3151233265248039,0,224,1,False,True,False,False,True,False,False,False
489455,F,South West Region,20-30%,0,60,N,Pass,0,0.12868531218389484,0,376,0,True,False,False,True,False,False,False,False
494424,F,North Region,80-90%,0,60,N,Fail,1,0.43452380952380953,0,56,0,True,False,False,True,False,False,False,False
495284,M,South East Region,80-90%,0,120,N,Pass,1,0.4273151456599582,0,288,1,True,False,False,False,True,False,False,False
498857,M,North Western Region,80-90%,0,60,N,Pass,0,0.4817638791652001,0,258,1,False,True,False,False,True,False,False,False
508818,M,London Region,40-50%,0,120,N,Pass,0,0.14072259586522823,0,399,1,True,False,False,True,False,False,False,False
512460,M,South East Region,90-100%,0,120,N,Pass,1,0.21109485354545024,0,266,1,True,False,False,False,True,False,False,False
544103,M,North Western Region,40-50%,0,120,N,Pass,1,0.1305339100009332,0,389,1,True,False,False,False,True,False,False,False
550383,M,South East Region,60-70%,0,60,N,Pass,0,0.3463104392245317,0,293,1,True,False,False,False,True,False,False,False
564450,M,West Midlands Region,80-90%,0,120,N,Fail,1,0.1936720012375446,0,301,1,True,False,False,False,True,False,False,False
568601,F,Scotland,30-40%,0,60,N,Withdrawn,1,0.6973025321239606,0,153,0,True,False,False,False,True,False,False,False
572652,M,West Midlands Region,70-80%,0,120,N,Pass,0,0.1026376868008967,0,398,1,True,False,False,False,True,False,False,False
580389,M,Ireland,90-100%,0,120,N,Pass,1,0.7341429970539363,0,265,1,True,False,False,False,True,False,False,False
581129,M,East Anglian Region,30-40%,0,120,N,Fail,1,0.21267050014387393,0,254,1,True,False,False,True,False,False,False,False
588775,M,South West Region,90-100%,0,120,N,Pass,0,0.4510731151760218,0,285,1,True,False,False,True,False,False,False,False
591774,M,South Region,90-100%,0,60,N,Pass,0,0.26021335115698596,0,300,1,False,True,False,False,False,False,False,True
603861,M,North Region,70-80%,0,60,N,Withdrawn,1,0.28576459981178925,0,246,1,False,False,True,False,True,False,False,False
606143,M,Scotland,90-100%,0,60,N,Fail,1,0.39975963232587175,0,159,1,False,True,False,False,False,False,False,True
704156,M,South Region,90-100%,0,120,N,Pass,0,0.37701908211638396,0,280,1,False,False,True,False,True,False,False,False
705379,M,West Midlands Region,60-70%,0,120,N,Distinction,0,0.20735733486054522,0,325,1,False,False,True,True,False,False,False,False
721259,F,South Region,50-60%,0,120,N,Withdrawn,1,0.9640008574808602,0,189,0,False,False,True,False,False,True,False,False
749412,M,South Region,70-80%,0,60,N,Pass,0,0.11687909419519933,0,399,1,False,False,True,False,False,True,False,False
760729,M,West Midlands Region,60-70%,0,60,N,Distinction,1,0.21492492980356748,0,335,1,False,False,True,True,False,False,False,False
